"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.742828175E2,1.935945314E1,-9.905834998E1,2.245104787E3,2.237569824E3,1.210000038E0,1.073000031E2,8.788104732E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.752826383E2,1.935944994E1,-9.905833910E1,2.245501013E3,2.237966064E3,1.230000019E0,1.165999985E2,8.798431196E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.762821971E2,1.935944698E1,-9.905832977E1,2.245561548E3,2.238026611E3,9.900000095E-1,1.148000031E2,8.810602509E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.772828175E2,1.935944454E1,-9.905831846E1,2.245778328E3,2.238243408E3,1.169999957E0,1.040999985E2,8.823789668E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.782820489E2,1.935944238E1,-9.905830610E1,2.245961414E3,2.238426514E3,1.269999981E0,1.010000000E2,8.836964205E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.792821904E2,1.935943942E1,-9.905829394E1,2.246123994E3,2.238589111E3,1.269999981E0,1.024000015E2,8.848845132E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.802823460E2,1.935943603E1,-9.905828320E1,2.246341754E3,2.238806885E3,1.190000057E0,1.053000031E2,8.859692797E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.812825797E2,1.935943260E1,-9.905827352E1,2.246048041E3,2.238513184E3,1.070000052E0,1.058000031E2,8.871270389E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.822821582E2,1.935942967E1,-9.905826293E1,2.246393730E3,2.238858887E3,1.159999967E0,1.019000015E2,8.883271961E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.832827704E2,1.935942766E1,-9.905825169E1,2.246588048E3,2.239053223E3,1.110000014E0,9.859999847E1,8.896552077E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.842823839E2,1.935942476E1,-9.905823941E1,2.246379290E3,2.238844482E3,1.240000010E0,1.050000000E2,8.910843287E-1,3.790092468E0,2.500000000E0,4.300000000E1
4.852826411E2,1.935942052E1,-9.905822655E1,2.246432741E3,2.238897949E3,1.259999990E0,1.069000015E2,8.925491060E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.862830025E2,1.935941793E1,-9.905821286E1,2.246401470E3,2.238866699E3,1.289999962E0,9.869999695E1,8.941553574E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.872824073E2,1.935941084E1,-9.905819952E1,2.246623628E3,2.239088867E3,1.429999948E0,1.225999985E2,8.961495081E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.882821765E2,1.935941030E1,-9.905818052E1,2.246910701E3,2.239375977E3,1.720000029E0,1.009000015E2,8.979199470E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.892829474E2,1.935941073E1,-9.905816365E1,2.246698752E3,2.239164062E3,1.669999957E0,1.028000031E2,8.996607810E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.902824828E2,1.935940882E1,-9.905814718E1,2.246555902E3,2.239021240E3,1.750000000E0,1.020999985E2,9.015650946E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.912820073E2,1.935940668E1,-9.905812917E1,2.246379358E3,2.238844727E3,1.889999986E0,1.021999969E2,9.033158157E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.922827899E2,1.935940489E1,-9.905811259E1,2.246027522E3,2.238492920E3,1.740000010E0,1.024000015E2,9.049672831E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.932830165E2,1.935940297E1,-9.905809698E1,2.246355865E3,2.238821289E3,1.620000005E0,9.969999695E1,9.066125237E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.942829062E2,1.935940091E1,-9.905808145E1,2.246469608E3,2.238935059E3,1.679999948E0,1.009000015E2,9.080674306E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.952823857E2,1.935939865E1,-9.905806779E1,2.246196149E3,2.238661621E3,1.549999952E0,1.020000000E2,9.095906360E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.962821179E2,1.935939414E1,-9.905805408E1,2.246979579E3,2.239445068E3,1.600000024E0,1.078000031E2,9.109007126E-1,3.790092468E0,2.500000000E0,4.400000000E1
4.972826973E2,1.935938408E1,-9.905806058E1,2.246354859E3,2.238820312E3,1.129999995E0,2.181000061E2,9.118214946E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.982827980E2,1.935937643E1,-9.905806394E1,2.246082177E3,2.238547607E3,5.500000119E-1,2.065000000E2,9.124617464E-1,3.790092468E0,2.500000000E0,4.500000000E1
4.992820031E2,1.935937094E1,-9.905806578E1,2.245473063E3,2.237938477E3,2.500000000E-1,1.840000000E2,9.128632418E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.002827667E2,1.935936871E1,-9.905806879E1,2.245152761E3,2.237618164E3,0.000000000E0,NaN,9.173068344E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.012823825E2,1.935932893E1,-9.905806475E1,2.245212901E3,2.237678223E3,4.780000210E0,1.706999969E2,9.176965405E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.022824530E2,1.935932544E1,-9.905806509E1,2.245019061E3,2.237484375E3,0.000000000E0,NaN,9.222561045E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.032827024E2,1.935935328E1,-9.905809700E1,2.244806416E3,2.237271729E3,4.309999943E0,3.120000000E2,9.237480955E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.042825607E2,1.935936191E1,-9.905810789E1,2.245686545E3,2.238151855E3,1.620000005E0,3.030000000E2,9.246306678E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.052828306E2,1.935936271E1,-9.905811626E1,2.245983923E3,2.238449219E3,0.000000000E0,NaN,9.249629214E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.062825776E2,1.935936251E1,-9.905811942E1,2.246103558E3,2.238568848E3,0.000000000E0,NaN,9.254006716E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.072826292E2,1.935935995E1,-9.905811625E1,2.246042034E3,2.238507324E3,2.899999917E-1,1.546999969E2,9.257576975E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.082826511E2,1.935935981E1,-9.905811285E1,2.245950719E3,2.238416016E3,0.000000000E0,NaN,9.263185262E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.092826719E2,1.935935609E1,-9.905810924E1,2.245706336E3,2.238171631E3,4.099999964E-1,1.796000061E2,9.274782539E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.102822056E2,1.935934808E1,-9.905811632E1,2.245375313E3,2.237840576E3,2.199999988E-1,1.993999939E2,9.305537834E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.112827320E2,1.935934946E1,-9.905814560E1,2.245021120E3,2.237486328E3,3.710000038E0,2.698999939E2,9.308749548E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.122826223E2,1.935934823E1,-9.905814837E1,2.244445933E3,2.236911133E3,5.600000024E-1,2.025000000E2,9.318203607E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.132820487E2,1.935934063E1,-9.905814433E1,2.243631000E3,2.236096191E3,1.039999962E0,2.056000061E2,9.324587876E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.142822215E2,1.935933543E1,-9.905814175E1,2.243207423E3,2.235672607E3,7.599999905E-1,2.168999939E2,9.331695166E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.152823671E2,1.935932912E1,-9.905814283E1,2.242884197E3,2.235349365E3,1.110000014E0,2.198999939E2,9.337598892E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.162829418E2,1.935932383E1,-9.905814331E1,2.242302667E3,2.234767822E3,6.700000167E-1,2.081000061E2,9.352489119E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.172825437E2,1.935931898E1,-9.905813008E1,2.242793130E3,2.235258301E3,1.049999952E0,1.341999969E2,9.372479768E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.182821618E2,1.935931941E1,-9.905811103E1,2.242883179E3,2.235348389E3,1.039999962E0,1.065999985E2,9.385362047E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.192828666E2,1.935932337E1,-9.905809949E1,2.242538177E3,2.235003418E3,2.399999946E-1,8.980000305E1,9.398391221E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.202825722E2,1.935933047E1,-9.905808961E1,2.242518610E3,2.234983887E3,4.699999988E-1,5.529999924E1,9.413646111E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.212821906E2,1.935934240E1,-9.905808243E1,2.242641372E3,2.235106689E3,7.799999714E-1,2.329999924E1,9.434748124E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.222827894E2,1.935935956E1,-9.905807384E1,2.242391073E3,2.234856445E3,1.320000052E0,2.210000038E1,9.443903065E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.232826049E2,1.935936693E1,-9.905806995E1,2.240075863E3,2.232541260E3,4.699999988E-1,2.700000048E0,9.460546616E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.242819847E2,1.935938048E1,-9.905807669E1,2.239475260E3,2.231940674E3,1.850000024E0,3.323999939E2,9.473158201E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.252828590E2,1.935939079E1,-9.905808170E1,2.239245755E3,2.231711182E3,1.090000033E0,3.371000061E2,9.474970982E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.262825758E2,1.935939217E1,-9.905808078E1,2.238829002E3,2.231294434E3,5.699999928E-1,3.495000000E2,9.487019323E-1,3.790092468E0,2.599767208E0,4.500000000E1
5.272821653E2,1.935940138E1,-9.905807473E1,2.239814565E3,2.232280029E3,1.370000005E0,1.219999981E1,9.505866040E-1,3.790092468E0,2.672802687E0,4.500000000E1
5.282828406E2,1.935941587E1,-9.905806541E1,2.240727600E3,2.233193115E3,1.899999976E0,2.270000076E1,9.529568803E-1,3.790092468E0,2.668025732E0,4.500000000E1
5.292829362E2,1.935943450E1,-9.905805443E1,2.241225095E3,2.233690674E3,2.599999905E0,1.720000076E1,9.534008025E-1,3.790092468E0,2.764715672E0,4.500000000E1
5.302824606E2,1.935943355E1,-9.905805032E1,2.241227286E3,2.233692871E3,2.700000107E-1,2.620000076E1,9.549891026E-1,3.790092468E0,2.766666651E0,4.500000000E1
5.312829600E2,1.935942022E1,-9.905804488E1,2.240290538E3,2.232756104E3,7.400000095E-1,1.423999939E2,9.575594026E-1,3.790092468E0,2.566962242E0,4.500000000E1
5.322822253E2,1.935939773E1,-9.905803922E1,2.240189015E3,2.232654541E3,2.039999962E0,1.663999939E2,9.605565671E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.332822537E2,1.935937083E1,-9.905803741E1,2.240530136E3,2.232995605E3,2.329999924E0,1.733000031E2,9.625161111E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.342827010E2,1.935935491E1,-9.905804542E1,2.239940343E3,2.232405762E3,1.440000057E0,1.993999939E2,9.647288284E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.352823042E2,1.935934659E1,-9.905806458E1,2.239465546E3,2.231930908E3,1.690000057E0,2.396000061E2,9.674886598E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.362829246E2,1.935933839E1,-9.905808941E1,2.239397254E3,2.231862549E3,2.210000038E0,2.480000000E2,9.702124297E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.372828296E2,1.935932766E1,-9.905811275E1,2.239048447E3,2.231513672E3,2.190000057E0,2.433000031E2,9.711970285E-1,3.835702658E0,2.500000000E0,4.500000000E1
5.382819971E2,1.935932528E1,-9.905812179E1,2.239085580E3,2.231550781E3,8.199999928E-1,2.486000061E2,9.717636625E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.392823243E2,1.935932539E1,-9.905812719E1,2.239276997E3,2.231742188E3,6.999999881E-1,2.488000031E2,9.725219879E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.402824285E2,1.935932233E1,-9.905813365E1,2.239319985E3,2.231785156E3,1.000000000E0,2.346999969E2,9.737583492E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.412824497E2,1.935931575E1,-9.905814315E1,2.239220409E3,2.231685547E3,1.379999995E0,2.351000061E2,9.747096418E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.422825630E2,1.935931277E1,-9.905815165E1,2.238865940E3,2.231331055E3,1.019999981E0,2.493999939E2,9.758481465E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.432823002E2,1.935930877E1,-9.905816164E1,2.238926272E3,2.231391357E3,1.090000033E0,2.441000061E2,9.769658768E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.442821882E2,1.935930342E1,-9.905817066E1,2.238978547E3,2.231443604E3,9.700000286E-1,2.371999969E2,9.784287634E-1,3.790092468E0,2.500000000E0,4.500000000E1
5.452824016E2,1.935929429E1,-9.905818070E1,2.238970043E3,2.231435059E3,1.440000057E0,2.311000061E2,9.802323417E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.462827946E2,1.935928196E1,-9.905819187E1,2.238842407E3,2.231307373E3,1.529999971E0,2.220000000E2,9.817634096E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.472821467E2,1.935926897E1,-9.905819671E1,2.239006752E3,2.231471680E3,1.659999967E0,2.015000000E2,9.830770320E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.482827637E2,1.935925828E1,-9.905820204E1,2.238477246E3,2.230942139E3,1.690000057E0,2.143000031E2,9.841749413E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.492823540E2,1.935925100E1,-9.905820911E1,2.238438946E3,2.230903809E3,1.289999962E0,2.216000061E2,9.853258943E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.502828587E2,1.935924156E1,-9.905821361E1,2.238078868E3,2.230543701E3,1.299999952E0,2.061999969E2,9.865198565E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.512821749E2,1.935923087E1,-9.905821468E1,2.238163855E3,2.230628662E3,1.240000010E0,1.968000031E2,9.879655944E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.522826589E2,1.935921801E1,-9.905821671E1,2.238311349E3,2.230776123E3,1.340000033E0,1.940000000E2,9.894981017E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.532825303E2,1.935920462E1,-9.905822017E1,2.238319198E3,2.230783936E3,1.440000057E0,2.005000000E2,9.911113541E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.542826490E2,1.935919023E1,-9.905822213E1,2.238572164E3,2.231036865E3,1.500000000E0,1.888000031E2,9.925669018E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.552828747E2,1.935917714E1,-9.905822217E1,2.238969654E3,2.231434326E3,1.440000057E0,1.878999939E2,9.939953753E-1,3.790092468E0,2.500000000E0,4.400000000E1
5.562819847E2,1.935916458E1,-9.905822503E1,2.238893028E3,2.231357666E3,1.419999957E0,1.981999969E2,9.954782148E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.572824467E2,1.935915200E1,-9.905822972E1,2.238512694E3,2.230977295E3,1.379999995E0,1.998000031E2,9.969277351E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.582825009E2,1.935913929E1,-9.905823279E1,2.237525180E3,2.229989746E3,1.350000024E0,2.006999969E2,9.984436824E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.592823336E2,1.935912570E1,-9.905823394E1,2.237712468E3,2.230177002E3,1.419999957E0,1.900000000E2,1.000007314E0,3.790092468E0,2.500000000E0,4.300000000E1
5.602825224E2,1.935911197E1,-9.905823716E1,2.237764752E3,2.230229248E3,1.379999995E0,1.973000031E2,1.001531337E0,3.790092468E0,2.500000000E0,4.300000000E1
5.612827969E2,1.935909854E1,-9.905824006E1,2.238179826E3,2.230644287E3,1.340000033E0,1.948000031E2,1.003080027E0,3.790092468E0,2.500000000E0,4.300000000E1
5.622823982E2,1.935908482E1,-9.905824260E1,2.238245780E3,2.230710205E3,1.350000024E0,1.941000061E2,1.004792683E0,3.790092468E0,2.500000000E0,4.300000000E1
5.632824730E2,1.935906957E1,-9.905824489E1,2.238673309E3,2.231137695E3,1.370000005E0,1.958999939E2,1.006515458E0,3.790092468E0,2.500000000E0,4.300000000E1
5.642823399E2,1.935905410E1,-9.905824579E1,2.238906988E3,2.231371338E3,1.450000048E0,1.863000031E2,1.008120841E0,3.790092468E0,2.500000000E0,4.400000000E1
5.652824658E2,1.935904057E1,-9.905825113E1,2.238362107E3,2.230826416E3,1.450000048E0,2.033000031E2,1.009613423E0,3.790092468E0,2.500000000E0,4.400000000E1
5.662827467E2,1.935902738E1,-9.905825377E1,2.238247396E3,2.230711670E3,1.419999957E0,1.906000061E2,1.011140386E0,3.790092468E0,2.500000000E0,4.400000000E1
5.672823638E2,1.935901419E1,-9.905825782E1,2.237613400E3,2.230077637E3,1.389999986E0,1.998999939E2,1.012610627E0,3.790092468E0,2.500000000E0,4.400000000E1
5.682829812E2,1.935900125E1,-9.905826070E1,2.237655915E3,2.230120117E3,1.360000014E0,1.928000031E2,1.014202044E0,3.790092468E0,2.500000000E0,4.400000000E1
5.692823501E2,1.935898696E1,-9.905826154E1,2.237125675E3,2.229589844E3,1.409999967E0,1.821999969E2,1.015702559E0,3.790092468E0,2.500000000E0,4.400000000E1
5.702828373E2,1.935897374E1,-9.905826441E1,2.237487771E3,2.229951904E3,1.379999995E0,1.936999969E2,1.017288129E0,3.790092468E0,2.500000000E0,4.100000000E1
5.712820232E2,1.935895971E1,-9.905826711E1,2.237592300E3,2.230056396E3,1.450000048E0,1.951000061E2,1.018803420E0,3.790092468E0,2.500000000E0,4.300000000E1
5.722823625E2,1.935894629E1,-9.905826962E1,2.237804981E3,2.230269043E3,1.470000029E0,1.953000031E2,1.020335731E0,3.790092468E0,2.500000000E0,4.300000000E1
5.732825655E2,1.935893261E1,-9.905827138E1,2.237826988E3,2.230291016E3,1.490000010E0,1.900000000E2,1.021790240E0,3.790092468E0,2.500000000E0,4.300000000E1
5.742823258E2,1.935891962E1,-9.905827301E1,2.238460321E3,2.230924316E3,1.340000033E0,1.880000000E2,1.023506121E0,3.790092468E0,2.500000000E0,4.300000000E1
5.752828564E2,1.935890441E1,-9.905827577E1,2.238970370E3,2.231434326E3,1.590000033E0,1.928000031E2,1.025108886E0,3.790092468E0,2.500000000E0,4.300000000E1
5.762821671E2,1.935889029E1,-9.905827884E1,2.239292918E3,2.231756836E3,1.460000038E0,1.943999939E2,1.026571079E0,3.790092468E0,2.500000000E0,4.300000000E1
5.772825155E2,1.935887742E1,-9.905828170E1,2.239336409E3,2.231800293E3,1.399999976E0,1.938999939E2,1.028020305E0,3.790092468E0,2.500000000E0,4.300000000E1
5.782822110E2,1.935886452E1,-9.905828367E1,2.239284196E3,2.231748047E3,1.490000010E0,1.903999939E2,1.029535816E0,3.790092468E0,2.500000000E0,4.300000000E1
5.792824897E2,1.935885106E1,-9.905828594E1,2.239366506E3,2.231830322E3,1.480000019E0,1.913000031E2,1.031087457E0,3.790092468E0,2.500000000E0,4.300000000E1
5.802824275E2,1.935883728E1,-9.905828827E1,2.239216639E3,2.231680420E3,1.509999990E0,1.906999969E2,1.032556109E0,3.790092468E0,2.500000000E0,4.300000000E1
5.812829760E2,1.935882425E1,-9.905829056E1,2.239189085E3,2.231652832E3,1.470000029E0,1.880000000E2,1.033903015E0,3.790092468E0,2.500000000E0,4.300000000E1
5.822825312E2,1.935881281E1,-9.905829478E1,2.238788972E3,2.231252686E3,1.289999962E0,1.970000000E2,1.035342191E0,3.790092468E0,2.500000000E0,4.300000000E1
5.832826200E2,1.935879993E1,-9.905829613E1,2.238637148E3,2.231100830E3,1.480000019E0,1.841999969E2,1.036850669E0,3.790092468E0,2.500000000E0,4.300000000E1
5.842821839E2,1.935878637E1,-9.905829656E1,2.239006320E3,2.231469971E3,1.379999995E0,1.845000000E2,1.038203152E0,3.790092468E0,2.500000000E0,4.200000000E1
5.852823840E2,1.935877490E1,-9.905830085E1,2.239182624E3,2.231646240E3,1.309999943E0,1.983000031E2,1.039564724E0,3.790092468E0,2.500000000E0,4.200000000E1
5.862829065E2,1.935876306E1,-9.905830416E1,2.239295206E3,2.231758789E3,1.350000024E0,1.931999969E2,1.040807604E0,3.790092468E0,2.500000000E0,4.200000000E1
5.872821011E2,1.935875195E1,-9.905830546E1,2.238991522E3,2.231455078E3,1.350000024E0,1.893999939E2,1.042187142E0,3.790092468E0,2.500000000E0,4.200000000E1
5.882825980E2,1.935873980E1,-9.905830812E1,2.238927101E3,2.231390625E3,1.429999948E0,1.986000061E2,1.043698661E0,3.790092468E0,2.500000000E0,4.300000000E1
5.892821981E2,1.935872622E1,-9.905830876E1,2.239082162E3,2.231545654E3,1.450000048E0,1.911000061E2,1.045222759E0,3.790092468E0,2.500000000E0,4.300000000E1
5.902820410E2,1.935871260E1,-9.905831039E1,2.239130536E3,2.231593994E3,1.460000038E0,1.911000061E2,1.046800151E0,3.790092468E0,2.500000000E0,4.300000000E1
5.912827572E2,1.935869859E1,-9.905831275E1,2.239123248E3,2.231586670E3,1.570000052E0,1.910000000E2,1.048401683E0,3.790092468E0,2.500000000E0,4.300000000E1
5.922826228E2,1.935868467E1,-9.905831667E1,2.239184078E3,2.231647461E3,1.570000052E0,1.901000061E2,1.050017582E0,3.790092468E0,2.500000000E0,4.300000000E1
5.932823761E2,1.935867067E1,-9.905832080E1,2.239285191E3,2.231748535E3,1.620000005E0,1.940000000E2,1.051606596E0,3.790092468E0,2.500000000E0,4.300000000E1
5.942828907E2,1.935865674E1,-9.905832418E1,2.239138257E3,2.231601562E3,1.600000024E0,1.958999939E2,1.053011903E0,3.790092468E0,2.500000000E0,4.300000000E1
5.952821493E2,1.935864447E1,-9.905832739E1,2.239498398E3,2.231961670E3,1.419999957E0,1.948000031E2,1.054473029E0,3.790092468E0,2.500000000E0,4.300000000E1
5.962824273E2,1.935863160E1,-9.905833020E1,2.239696430E3,2.232159668E3,1.490000010E0,1.911000061E2,1.055760013E0,3.790092468E0,2.500000000E0,4.200000000E1
5.972825136E2,1.935862017E1,-9.905833213E1,2.239767016E3,2.232230225E3,1.330000043E0,1.910000000E2,1.056974933E0,3.790092468E0,2.500000000E0,4.200000000E1
5.982829304E2,1.935860951E1,-9.905833467E1,2.239729447E3,2.232192627E3,1.289999962E0,1.953999939E2,1.058151537E0,3.790092468E0,2.500000000E0,4.300000000E1
5.992824381E2,1.935859933E1,-9.905833773E1,2.239970931E3,2.232434082E3,1.259999990E0,1.961000061E2,1.059388993E0,3.790092468E0,2.500000000E0,4.300000000E1
6.002824177E2,1.935858826E1,-9.905833894E1,2.239920177E3,2.232383301E3,1.320000052E0,1.888000031E2,1.060691728E0,3.790092468E0,2.500000000E0,4.300000000E1
6.012828938E2,1.935857655E1,-9.905833933E1,2.240009071E3,2.232472168E3,1.379999995E0,1.891000061E2,1.062081261E0,3.790092468E0,2.500000000E0,4.300000000E1
6.022823534E2,1.935856408E1,-9.905834019E1,2.240111884E3,2.232574951E3,1.419999957E0,1.838999939E2,1.063686114E0,3.790092468E0,2.500000000E0,4.300000000E1
6.032829031E2,1.935854980E1,-9.905834241E1,2.239900006E3,2.232363037E3,1.669999957E0,1.915000000E2,1.065149765E0,3.790092468E0,2.500000000E0,4.300000000E1
6.042821348E2,1.935853683E1,-9.905834479E1,2.240131241E3,2.232594238E3,1.429999948E0,1.893999939E2,1.066773072E0,3.790092468E0,2.500000000E0,4.200000000E1
6.052830408E2,1.935852282E1,-9.905834914E1,2.240295100E3,2.232758057E3,1.549999952E0,1.918000031E2,1.068254263E0,3.790092468E0,2.500000000E0,4.200000000E1
6.062821491E2,1.935850997E1,-9.905835286E1,2.239752655E3,2.232215576E3,1.450000048E0,1.928000031E2,1.069947040E0,3.790092468E0,2.500000000E0,4.200000000E1
6.072821233E2,1.935849478E1,-9.905835393E1,2.239803717E3,2.232266602E3,1.539999962E0,1.883000031E2,1.071215240E0,3.790092468E0,2.500000000E0,4.300000000E1
6.082823051E2,1.935848354E1,-9.905835598E1,2.239775670E3,2.232238525E3,1.220000029E0,1.916999969E2,1.073354913E0,3.790092468E0,2.500000000E0,4.300000000E1
6.092827621E2,1.935847516E1,-9.905837434E1,2.239299895E3,2.231762695E3,2.029999971E0,2.381999969E2,1.074004993E0,3.790092468E0,2.500000000E0,4.400000000E1
